,latitude,longitude,squared_meters,bedrooms,bathrooms,suites,parking_spaces,estimated_price
25,-23.642299999999977,-46.776159999999955,54.0,2.0,1.0,0.0,1.0,413.76142677958876
26,-23.645529999999948,-46.66798999999998,96.0,3.0,3.0,0.0,2.0,877.6224206843052
27,-23.48952999999995,-46.67284999999998,55.0,2.0,1.0,0.0,1.0,373.2643761265248
28,-23.536029999999986,-46.575439999999965,89.0,2.0,3.0,1.0,1.0,679.5180856806735
29,-23.477769999999968,-46.643279999999955,50.0,2.0,1.0,0.0,1.0,331.4202602872721
30,-23.496439999999946,-46.62925999999993,58.0,1.0,1.0,0.0,1.0,383.1957907152365
31,-23.493079999999967,-46.61696999999998,218.0,4.0,5.0,2.0,3.0,1857.4845556388784
32,-23.60077999999993,-46.67093999999997,88.0,2.0,3.0,2.0,2.0,892.9791056792808
33,-23.59835999999996,-46.643709999999935,171.0,4.0,3.0,1.0,2.0,1285.987370598428
34,-23.571609999999968,-46.63329999999996,105.0,3.0,1.0,0.0,1.0,611.1507193697312
